PassengerId,Survived,Pclass,Age,Sex_male,Embarked_Q,Embarked_S,SibSp_bin_One,SibSp_bin_Many,Parch_bin_One_Or_Two,Parch_bin_Many
422,0,3.0,21.0,1.0,1.0,0.0,0,0,0,0
423,0,3.0,29.0,1.0,0.0,1.0,0,0,0,0
424,0,3.0,28.0,0.0,0.0,1.0,1,0,1,0
425,0,3.0,18.0,1.0,0.0,1.0,1,0,1,0
426,0,3.0,28.446964453481147,1.0,0.0,1.0,0,0,0,0
427,1,2.0,28.0,0.0,0.0,1.0,1,0,0,0
428,1,2.0,19.0,0.0,0.0,1.0,0,0,0,0
429,0,3.0,26.58623638116261,1.0,1.0,0.0,0,0,0,0
430,1,3.0,32.0,1.0,0.0,1.0,0,0,0,0
431,1,1.0,28.0,1.0,0.0,1.0,0,0,0,0
432,1,3.0,25.822165614886043,0.0,0.0,1.0,1,0,0,0
433,1,2.0,42.0,0.0,0.0,1.0,1,0,0,0
434,0,3.0,17.0,1.0,0.0,1.0,0,0,0,0
435,0,1.0,50.0,1.0,0.0,1.0,1,0,0,0
436,1,1.0,14.0,0.0,0.0,1.0,1,0,1,0
437,0,3.0,21.0,0.0,0.0,1.0,0,1,1,0
438,1,2.0,24.0,0.0,0.0,1.0,0,1,0,1
439,0,1.0,64.0,1.0,0.0,1.0,1,0,0,1
440,0,2.0,31.0,1.0,0.0,1.0,0,0,0,0
441,1,2.0,45.0,0.0,0.0,1.0,1,0,1,0
442,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
443,0,3.0,25.0,1.0,0.0,1.0,1,0,0,0
444,1,2.0,28.0,0.0,0.0,1.0,0,0,0,0
445,1,3.0,30.533827041626292,1.0,0.0,1.0,0,0,0,0
446,1,1.0,4.0,1.0,0.0,1.0,0,0,1,0
447,1,2.0,13.0,0.0,0.0,1.0,0,0,1,0
448,1,1.0,34.0,1.0,0.0,1.0,0,0,0,0
449,1,3.0,5.0,0.0,0.0,0.0,0,1,1,0
450,1,1.0,52.0,1.0,0.0,1.0,0,0,0,0
451,0,2.0,36.0,1.0,0.0,1.0,1,0,1,0
452,0,3.0,30.686868281168408,1.0,0.0,1.0,1,0,0,0
453,0,1.0,30.0,1.0,0.0,0.0,0,0,0,0
454,1,1.0,49.0,1.0,0.0,0.0,1,0,0,0
455,0,3.0,29.171075776112897,1.0,0.0,1.0,0,0,0,0
456,1,3.0,29.0,1.0,0.0,0.0,0,0,0,0
457,0,1.0,65.0,1.0,0.0,1.0,0,0,0,0
458,1,1.0,33.37945099764735,0.0,0.0,1.0,1,0,0,0
459,1,2.0,50.0,0.0,0.0,1.0,0,0,0,0
460,0,3.0,28.970339841681554,1.0,1.0,0.0,0,0,0,0
461,1,1.0,48.0,1.0,0.0,1.0,0,0,0,0
462,0,3.0,34.0,1.0,0.0,1.0,0,0,0,0
463,0,1.0,47.0,1.0,0.0,1.0,0,0,0,0
464,0,2.0,48.0,1.0,0.0,1.0,0,0,0,0
465,0,3.0,26.820501050689746,1.0,0.0,1.0,0,0,0,0
466,0,3.0,38.0,1.0,0.0,1.0,0,0,0,0
467,0,2.0,29.47509853625195,1.0,0.0,1.0,0,0,0,0
468,0,1.0,56.0,1.0,0.0,1.0,0,0,0,0
469,0,3.0,28.69133980050568,1.0,1.0,0.0,0,0,0,0
470,1,3.0,0.75,0.0,0.0,0.0,0,1,1,0
471,0,3.0,27.408847023156667,1.0,0.0,1.0,0,0,0,0
472,0,3.0,38.0,1.0,0.0,1.0,0,0,0,0
473,1,2.0,33.0,0.0,0.0,1.0,1,0,1,0
474,1,2.0,23.0,0.0,0.0,0.0,0,0,0,0
475,0,3.0,22.0,0.0,0.0,1.0,0,0,0,0
476,0,1.0,36.36522118835713,1.0,0.0,1.0,0,0,0,0
477,0,2.0,34.0,1.0,0.0,1.0,1,0,0,0
478,0,3.0,29.0,1.0,0.0,1.0,1,0,0,0
479,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
480,1,3.0,2.0,0.0,0.0,1.0,0,0,1,0
481,0,3.0,9.0,1.0,0.0,1.0,0,1,1,0
482,0,2.0,29.557872355273574,1.0,0.0,1.0,0,0,0,0
483,0,3.0,50.0,1.0,0.0,1.0,0,0,0,0
484,1,3.0,63.0,0.0,0.0,1.0,0,0,0,0
485,1,1.0,25.0,1.0,0.0,0.0,1,0,0,0
486,0,3.0,18.389209201855824,0.0,0.0,1.0,0,1,1,0
487,1,1.0,35.0,0.0,0.0,1.0,1,0,0,0
488,0,1.0,58.0,1.0,0.0,0.0,0,0,0,0
489,0,3.0,30.0,1.0,0.0,1.0,0,0,0,0
490,1,3.0,9.0,1.0,0.0,1.0,1,0,1,0
491,0,3.0,32.246523413011516,1.0,0.0,1.0,1,0,0,0
492,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
493,0,1.0,55.0,1.0,0.0,1.0,0,0,0,0
494,0,1.0,71.0,1.0,0.0,0.0,0,0,0,0
495,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
496,0,3.0,27.329294192616914,1.0,0.0,0.0,0,0,0,0
497,1,1.0,54.0,0.0,0.0,0.0,1,0,0,0
498,0,3.0,28.649821388876557,1.0,0.0,1.0,0,0,0,0
499,0,1.0,25.0,0.0,0.0,1.0,1,0,1,0
500,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
501,0,3.0,17.0,1.0,0.0,1.0,0,0,0,0
502,0,3.0,21.0,0.0,1.0,0.0,0,0,0,0
503,0,3.0,25.468854663033554,0.0,1.0,0.0,0,0,0,0
504,0,3.0,37.0,0.0,0.0,1.0,0,0,0,0
505,1,1.0,16.0,0.0,0.0,1.0,0,0,0,0
506,0,1.0,18.0,1.0,0.0,0.0,1,0,0,0
507,1,2.0,33.0,0.0,0.0,1.0,0,0,1,0
508,1,1.0,36.809296692022684,1.0,0.0,1.0,0,0,0,0
509,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
510,1,3.0,26.0,1.0,0.0,1.0,0,0,0,0
511,1,3.0,29.0,1.0,1.0,0.0,0,0,0,0
512,0,3.0,30.295497491595327,1.0,0.0,1.0,0,0,0,0
513,1,1.0,36.0,1.0,0.0,1.0,0,0,0,0
514,1,1.0,54.0,0.0,0.0,0.0,1,0,0,0
515,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
516,0,1.0,47.0,1.0,0.0,1.0,0,0,0,0
517,1,2.0,34.0,0.0,0.0,1.0,0,0,0,0
518,0,3.0,29.470440406868356,1.0,1.0,0.0,0,0,0,0
519,1,2.0,36.0,0.0,0.0,1.0,1,0,0,0
520,0,3.0,32.0,1.0,0.0,1.0,0,0,0,0
521,1,1.0,30.0,0.0,0.0,1.0,0,0,0,0
522,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
523,0,3.0,28.274684048638605,1.0,0.0,0.0,0,0,0,0
524,1,1.0,44.0,0.0,0.0,0.0,0,0,1,0
525,0,3.0,27.750100749759635,1.0,0.0,0.0,0,0,0,0
526,0,3.0,40.5,1.0,1.0,0.0,0,0,0,0
527,1,2.0,50.0,0.0,0.0,1.0,0,0,0,0
528,0,1.0,45.43625122739704,1.0,0.0,1.0,0,0,0,0
529,0,3.0,39.0,1.0,0.0,1.0,0,0,0,0
530,0,2.0,23.0,1.0,0.0,1.0,0,1,1,0
531,1,2.0,2.0,0.0,0.0,1.0,1,0,1,0
532,0,3.0,29.841110194402468,1.0,0.0,0.0,0,0,0,0
533,0,3.0,17.0,1.0,0.0,0.0,1,0,1,0
534,1,3.0,24.985424657795683,0.0,0.0,0.0,0,0,1,0
535,0,3.0,30.0,0.0,0.0,1.0,0,0,0,0
536,1,2.0,7.0,0.0,0.0,1.0,0,0,1,0
537,0,1.0,45.0,1.0,0.0,1.0,0,0,0,0
538,1,1.0,30.0,0.0,0.0,0.0,0,0,0,0
539,0,3.0,28.110424602592467,1.0,0.0,1.0,0,0,0,0
540,1,1.0,22.0,0.0,0.0,0.0,0,0,1,0
541,1,1.0,36.0,0.0,0.0,1.0,0,0,1,0
542,0,3.0,9.0,0.0,0.0,1.0,0,1,1,0
543,0,3.0,11.0,0.0,0.0,1.0,0,1,1,0
544,1,2.0,32.0,1.0,0.0,1.0,1,0,0,0
545,0,1.0,50.0,1.0,0.0,0.0,1,0,0,0
546,0,1.0,64.0,1.0,0.0,1.0,0,0,0,0
547,1,2.0,19.0,0.0,0.0,1.0,1,0,0,0
548,1,2.0,32.25640924371888,1.0,0.0,0.0,0,0,0,0
549,0,3.0,33.0,1.0,0.0,1.0,1,0,1,0
550,1,2.0,8.0,1.0,0.0,1.0,1,0,1,0
551,1,1.0,17.0,1.0,0.0,0.0,0,0,1,0
552,0,2.0,27.0,1.0,0.0,1.0,0,0,0,0
553,0,3.0,29.99334193748851,1.0,1.0,0.0,0,0,0,0
554,1,3.0,22.0,1.0,0.0,0.0,0,0,0,0
555,1,3.0,22.0,0.0,0.0,1.0,0,0,0,0
556,0,1.0,62.0,1.0,0.0,1.0,0,0,0,0
557,1,1.0,48.0,0.0,0.0,0.0,1,0,0,0
558,0,1.0,40.29560613639305,1.0,0.0,0.0,0,0,0,0
559,1,1.0,39.0,0.0,0.0,1.0,1,0,1,0
560,1,3.0,36.0,0.0,0.0,1.0,1,0,0,0
561,0,3.0,28.37389232744891,1.0,1.0,0.0,0,0,0,0
562,0,3.0,40.0,1.0,0.0,1.0,0,0,0,0
563,0,2.0,28.0,1.0,0.0,1.0,0,0,0,0
564,0,3.0,28.757937019662094,1.0,0.0,1.0,0,0,0,0
565,0,3.0,28.635192801263596,0.0,0.0,1.0,0,0,0,0
566,0,3.0,24.0,1.0,0.0,1.0,0,1,0,0
567,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
568,0,3.0,29.0,0.0,0.0,1.0,0,0,0,1
569,0,3.0,28.068646972604775,1.0,0.0,0.0,0,0,0,0
570,1,3.0,32.0,1.0,0.0,1.0,0,0,0,0
571,1,2.0,62.0,1.0,0.0,1.0,0,0,0,0
572,1,1.0,53.0,0.0,0.0,1.0,0,1,0,0
573,1,1.0,36.0,1.0,0.0,1.0,0,0,0,0
574,1,3.0,28.983994270705146,0.0,1.0,0.0,0,0,0,0
575,0,3.0,16.0,1.0,0.0,1.0,0,0,0,0
576,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
577,1,2.0,34.0,0.0,0.0,1.0,0,0,0,0
578,1,1.0,39.0,0.0,0.0,1.0,1,0,0,0
579,0,3.0,25.51461161530048,0.0,0.0,0.0,1,0,0,0
580,1,3.0,32.0,1.0,0.0,1.0,0,0,0,0
581,1,2.0,25.0,0.0,0.0,1.0,1,0,1,0
582,1,1.0,39.0,0.0,0.0,0.0,1,0,1,0
583,0,2.0,54.0,1.0,0.0,1.0,0,0,0,0
584,0,1.0,36.0,1.0,0.0,0.0,0,0,0,0
585,0,3.0,28.47114792166641,1.0,0.0,0.0,0,0,0,0
586,1,1.0,18.0,0.0,0.0,1.0,0,0,1,0
587,0,2.0,47.0,1.0,0.0,1.0,0,0,0,0
588,1,1.0,60.0,1.0,0.0,0.0,1,0,1,0
589,0,3.0,22.0,1.0,0.0,1.0,0,0,0,0
590,0,3.0,31.023959285203837,1.0,0.0,1.0,0,0,0,0
591,0,3.0,35.0,1.0,0.0,1.0,0,0,0,0
592,1,1.0,52.0,0.0,0.0,0.0,1,0,0,0
593,0,3.0,47.0,1.0,0.0,1.0,0,0,0,0
594,0,3.0,25.196747392198418,0.0,1.0,0.0,0,0,1,0
595,0,2.0,37.0,1.0,0.0,1.0,1,0,0,0
596,0,3.0,36.0,1.0,0.0,1.0,1,0,1,0
597,1,2.0,30.798136756566265,0.0,0.0,1.0,0,0,0,0
598,0,3.0,49.0,1.0,0.0,1.0,0,0,0,0
599,0,3.0,27.403438170995745,1.0,0.0,0.0,0,0,0,0
600,1,1.0,49.0,1.0,0.0,0.0,1,0,0,0
601,1,2.0,24.0,0.0,0.0,1.0,0,1,1,0
602,0,3.0,29.511155238025044,1.0,0.0,1.0,0,0,0,0
603,0,1.0,33.5995236989357,1.0,0.0,1.0,0,0,0,0
604,0,3.0,44.0,1.0,0.0,1.0,0,0,0,0
605,1,1.0,35.0,1.0,0.0,0.0,0,0,0,0
606,0,3.0,36.0,1.0,0.0,1.0,1,0,0,0
607,0,3.0,30.0,1.0,0.0,1.0,0,0,0,0
608,1,1.0,27.0,1.0,0.0,1.0,0,0,0,0
609,1,2.0,22.0,0.0,0.0,0.0,1,0,1,0
610,1,1.0,40.0,0.0,0.0,1.0,0,0,0,0
611,0,3.0,39.0,0.0,0.0,1.0,1,0,0,1
612,0,3.0,26.278277624015026,1.0,0.0,1.0,0,0,0,0
613,1,3.0,23.8928084354303,0.0,1.0,0.0,1,0,0,0
614,0,3.0,26.97258106838464,1.0,1.0,0.0,0,0,0,0
615,0,3.0,35.0,1.0,0.0,1.0,0,0,0,0
616,1,2.0,24.0,0.0,0.0,1.0,1,0,1,0
617,0,3.0,34.0,1.0,0.0,1.0,1,0,1,0
618,0,3.0,26.0,0.0,0.0,1.0,1,0,0,0
619,1,2.0,4.0,0.0,0.0,1.0,0,1,1,0
620,0,2.0,26.0,1.0,0.0,1.0,0,0,0,0
621,0,3.0,27.0,1.0,0.0,0.0,1,0,0,0
622,1,1.0,42.0,1.0,0.0,1.0,1,0,0,0
623,1,3.0,20.0,1.0,0.0,0.0,1,0,1,0
624,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
625,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
626,0,1.0,61.0,1.0,0.0,1.0,0,0,0,0
627,0,2.0,57.0,1.0,1.0,0.0,0,0,0,0
628,1,1.0,21.0,0.0,0.0,1.0,0,0,0,0
629,0,3.0,26.0,1.0,0.0,1.0,0,0,0,0
630,0,3.0,28.418256672428942,1.0,1.0,0.0,0,0,0,0
631,1,1.0,80.0,1.0,0.0,1.0,0,0,0,0
632,0,3.0,51.0,1.0,0.0,1.0,0,0,0,0
633,1,1.0,32.0,1.0,0.0,0.0,0,0,0,0
634,0,1.0,31.782048033772686,1.0,0.0,1.0,0,0,0,0
635,0,3.0,9.0,0.0,0.0,1.0,0,1,1,0
636,1,2.0,28.0,0.0,0.0,1.0,0,0,0,0
637,0,3.0,32.0,1.0,0.0,1.0,0,0,0,0
638,0,2.0,31.0,1.0,0.0,1.0,1,0,1,0
639,0,3.0,41.0,0.0,0.0,1.0,0,0,0,1
640,0,3.0,25.59761639354751,1.0,0.0,1.0,1,0,0,0
641,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
642,1,1.0,24.0,0.0,0.0,0.0,0,0,0,0
643,0,3.0,2.0,0.0,0.0,1.0,0,1,1,0
644,1,3.0,28.256327091783415,1.0,0.0,1.0,0,0,0,0
645,1,3.0,0.75,0.0,0.0,0.0,0,1,1,0
646,1,1.0,48.0,1.0,0.0,0.0,1,0,0,0
647,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
648,1,1.0,56.0,1.0,0.0,0.0,0,0,0,0
649,0,3.0,28.031951011834675,1.0,0.0,1.0,0,0,0,0
650,1,3.0,23.0,0.0,0.0,1.0,0,0,0,0
651,0,3.0,30.00710499449514,1.0,0.0,1.0,0,0,0,0
652,1,2.0,18.0,0.0,0.0,1.0,0,0,1,0
653,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
654,1,3.0,27.76221151225906,0.0,1.0,0.0,0,0,0,0
655,0,3.0,18.0,0.0,1.0,0.0,0,0,0,0
656,0,2.0,24.0,1.0,0.0,1.0,0,1,0,0
657,0,3.0,29.540489479537946,1.0,0.0,1.0,0,0,0,0
658,0,3.0,32.0,0.0,1.0,0.0,1,0,1,0
659,0,2.0,23.0,1.0,0.0,1.0,0,0,0,0
660,0,1.0,58.0,1.0,0.0,0.0,0,0,1,0
661,1,1.0,50.0,1.0,0.0,1.0,0,1,0,0
662,0,3.0,40.0,1.0,0.0,0.0,0,0,0,0
663,0,1.0,47.0,1.0,0.0,1.0,0,0,0,0
664,0,3.0,36.0,1.0,0.0,1.0,0,0,0,0
665,1,3.0,20.0,1.0,0.0,1.0,1,0,0,0
666,0,2.0,32.0,1.0,0.0,1.0,0,1,0,0
667,0,2.0,25.0,1.0,0.0,1.0,0,0,0,0
668,0,3.0,26.814280427073466,1.0,0.0,1.0,0,0,0,0
669,0,3.0,43.0,1.0,0.0,1.0,0,0,0,0
670,1,1.0,30.460876249523345,0.0,0.0,1.0,1,0,0,0
671,1,2.0,40.0,0.0,0.0,1.0,1,0,1,0
672,0,1.0,31.0,1.0,0.0,1.0,1,0,0,0
673,0,2.0,70.0,1.0,0.0,1.0,0,0,0,0
674,1,2.0,31.0,1.0,0.0,1.0,0,0,0,0
675,0,2.0,29.090093607991435,1.0,0.0,1.0,0,0,0,0
676,0,3.0,18.0,1.0,0.0,1.0,0,0,0,0
677,0,3.0,24.5,1.0,0.0,1.0,0,0,0,0
678,1,3.0,18.0,0.0,0.0,1.0,0,0,0,0
679,0,3.0,43.0,0.0,0.0,1.0,1,0,0,1
680,1,1.0,36.0,1.0,0.0,0.0,0,0,1,0
681,0,3.0,24.597944214058636,0.0,1.0,0.0,0,0,0,0
682,1,1.0,27.0,1.0,0.0,0.0,0,0,0,0
683,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
684,0,3.0,14.0,1.0,0.0,1.0,0,1,1,0
685,0,2.0,60.0,1.0,0.0,1.0,1,0,1,0
686,0,2.0,25.0,1.0,0.0,0.0,1,0,1,0
687,0,3.0,14.0,1.0,0.0,1.0,0,1,1,0
688,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
689,0,3.0,18.0,1.0,0.0,1.0,0,0,0,0
690,1,1.0,15.0,0.0,0.0,1.0,0,0,1,0
691,1,1.0,31.0,1.0,0.0,1.0,1,0,0,0
692,1,3.0,4.0,0.0,0.0,0.0,0,0,1,0
693,1,3.0,29.117822166954255,1.0,0.0,1.0,0,0,0,0
694,0,3.0,25.0,1.0,0.0,0.0,0,0,0,0
695,0,1.0,60.0,1.0,0.0,1.0,0,0,0,0
696,0,2.0,52.0,1.0,0.0,1.0,0,0,0,0
697,0,3.0,44.0,1.0,0.0,1.0,0,0,0,0
698,1,3.0,26.63338261672342,0.0,1.0,0.0,0,0,0,0
699,0,1.0,49.0,1.0,0.0,0.0,1,0,1,0
700,0,3.0,42.0,1.0,0.0,1.0,0,0,0,0
701,1,1.0,18.0,0.0,0.0,0.0,1,0,0,0
702,1,1.0,35.0,1.0,0.0,1.0,0,0,0,0
703,0,3.0,18.0,0.0,0.0,0.0,0,0,1,0
704,0,3.0,25.0,1.0,1.0,0.0,0,0,0,0
705,0,3.0,26.0,1.0,0.0,1.0,1,0,0,0
706,0,2.0,39.0,1.0,0.0,1.0,0,0,0,0
707,1,2.0,45.0,0.0,0.0,1.0,0,0,0,0
708,1,1.0,42.0,1.0,0.0,1.0,0,0,0,0
709,1,1.0,22.0,0.0,0.0,1.0,0,0,0,0
710,1,3.0,24.748850691855967,1.0,0.0,0.0,1,0,1,0
711,1,1.0,24.0,0.0,0.0,0.0,0,0,0,0
712,0,1.0,37.63035799794244,1.0,0.0,1.0,0,0,0,0
713,1,1.0,48.0,1.0,0.0,1.0,1,0,0,0
714,0,3.0,29.0,1.0,0.0,1.0,0,0,0,0
715,0,2.0,52.0,1.0,0.0,1.0,0,0,0,0
716,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
717,1,1.0,38.0,0.0,0.0,0.0,0,0,0,0
718,1,2.0,27.0,0.0,0.0,1.0,0,0,0,0
719,0,3.0,25.609183832940698,1.0,1.0,0.0,0,0,0,0
720,0,3.0,33.0,1.0,0.0,1.0,0,0,0,0
721,1,2.0,6.0,0.0,0.0,1.0,0,0,1,0
722,0,3.0,17.0,1.0,0.0,1.0,1,0,0,0
723,0,2.0,34.0,1.0,0.0,1.0,0,0,0,0
724,0,2.0,50.0,1.0,0.0,1.0,0,0,0,0
725,1,1.0,27.0,1.0,0.0,1.0,1,0,0,0
726,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
727,1,2.0,30.0,0.0,0.0,1.0,0,1,0,0
728,1,3.0,27.525855448091612,0.0,1.0,0.0,0,0,0,0
729,0,2.0,25.0,1.0,0.0,1.0,1,0,0,0
730,0,3.0,25.0,0.0,0.0,1.0,1,0,0,0
731,1,1.0,29.0,0.0,0.0,1.0,0,0,0,0
732,0,3.0,11.0,1.0,0.0,0.0,0,0,0,0
733,0,2.0,31.258154860574997,1.0,0.0,1.0,0,0,0,0
734,0,2.0,23.0,1.0,0.0,1.0,0,0,0,0
735,0,2.0,23.0,1.0,0.0,1.0,0,0,0,0
736,0,3.0,28.5,1.0,0.0,1.0,0,0,0,0
737,0,3.0,48.0,0.0,0.0,1.0,1,0,0,1
738,1,1.0,35.0,1.0,0.0,0.0,0,0,0,0
739,0,3.0,29.510905928663927,1.0,0.0,1.0,0,0,0,0
740,0,3.0,26.751956496181016,1.0,0.0,1.0,0,0,0,0
741,1,1.0,38.05328747763611,1.0,0.0,1.0,0,0,0,0
742,0,1.0,36.0,1.0,0.0,1.0,1,0,0,0
743,1,1.0,21.0,0.0,0.0,0.0,0,1,1,0
744,0,3.0,24.0,1.0,0.0,1.0,1,0,0,0
745,1,3.0,31.0,1.0,0.0,1.0,0,0,0,0
746,0,1.0,70.0,1.0,0.0,1.0,1,0,1,0
747,0,3.0,16.0,1.0,0.0,1.0,1,0,1,0
748,1,2.0,30.0,0.0,0.0,1.0,0,0,0,0
749,0,1.0,19.0,1.0,0.0,1.0,1,0,0,0
750,0,3.0,31.0,1.0,1.0,0.0,0,0,0,0
751,1,2.0,4.0,0.0,0.0,1.0,1,0,1,0
752,1,3.0,6.0,1.0,0.0,1.0,0,0,1,0
753,0,3.0,33.0,1.0,0.0,1.0,0,0,0,0
754,0,3.0,23.0,1.0,0.0,1.0,0,0,0,0
755,1,2.0,48.0,0.0,0.0,1.0,1,0,1,0
756,1,2.0,0.67,1.0,0.0,1.0,1,0,1,0
757,0,3.0,28.0,1.0,0.0,1.0,0,0,0,0
758,0,2.0,18.0,1.0,0.0,1.0,0,0,0,0
759,0,3.0,34.0,1.0,0.0,1.0,0,0,0,0
760,1,1.0,33.0,0.0,0.0,1.0,0,0,0,0
761,0,3.0,27.849595617460526,1.0,0.0,1.0,0,0,0,0
762,0,3.0,41.0,1.0,0.0,1.0,0,0,0,0
763,1,3.0,20.0,1.0,0.0,0.0,0,0,0,0
764,1,1.0,36.0,0.0,0.0,1.0,1,0,1,0
765,0,3.0,16.0,1.0,0.0,1.0,0,0,0,0
766,1,1.0,51.0,0.0,0.0,1.0,1,0,0,0
767,0,1.0,38.753957076259866,1.0,0.0,0.0,0,0,0,0
768,0,3.0,30.5,0.0,1.0,0.0,0,0,0,0
769,0,3.0,24.86593119589514,1.0,1.0,0.0,1,0,0,0
770,0,3.0,32.0,1.0,0.0,1.0,0,0,0,0
771,0,3.0,24.0,1.0,0.0,1.0,0,0,0,0
772,0,3.0,48.0,1.0,0.0,1.0,0,0,0,0
773,0,2.0,57.0,0.0,0.0,1.0,0,0,0,0
774,0,3.0,28.503305171601728,1.0,0.0,0.0,0,0,0,0
775,1,2.0,54.0,0.0,0.0,1.0,1,0,0,1
776,0,3.0,18.0,1.0,0.0,1.0,0,0,0,0
777,0,3.0,27.48087611241592,1.0,1.0,0.0,0,0,0,0
778,1,3.0,5.0,0.0,0.0,1.0,0,0,0,0
779,0,3.0,29.561626360442524,1.0,1.0,0.0,0,0,0,0
780,1,1.0,43.0,0.0,0.0,1.0,0,0,1,0
781,1,3.0,13.0,0.0,0.0,0.0,0,0,0,0
782,1,1.0,17.0,0.0,0.0,1.0,1,0,0,0
783,0,1.0,29.0,1.0,0.0,1.0,0,0,0,0
784,0,3.0,22.87329776924014,1.0,0.0,1.0,1,0,1,0
785,0,3.0,25.0,1.0,0.0,1.0,0,0,0,0
786,0,3.0,25.0,1.0,0.0,1.0,0,0,0,0
787,1,3.0,18.0,0.0,0.0,1.0,0,0,0,0
788,0,3.0,8.0,1.0,1.0,0.0,0,1,1,0
789,1,3.0,1.0,1.0,0.0,1.0,1,0,1,0
790,0,1.0,46.0,1.0,0.0,0.0,0,0,0,0
791,0,3.0,27.262925845808844,1.0,1.0,0.0,0,0,0,0
792,0,2.0,16.0,1.0,0.0,1.0,0,0,0,0
793,0,3.0,3.6974681674682457,0.0,0.0,1.0,0,1,1,0
794,0,1.0,36.51050597519598,1.0,0.0,0.0,0,0,0,0
795,0,3.0,25.0,1.0,0.0,1.0,0,0,0,0
796,0,2.0,39.0,1.0,0.0,1.0,0,0,0,0
797,1,1.0,49.0,0.0,0.0,1.0,0,0,0,0
798,1,3.0,31.0,0.0,0.0,1.0,0,0,0,0
799,0,3.0,30.0,1.0,0.0,0.0,0,0,0,0
800,0,3.0,30.0,0.0,0.0,1.0,1,0,1,0
801,0,2.0,34.0,1.0,0.0,1.0,0,0,0,0
802,1,2.0,31.0,0.0,0.0,1.0,1,0,1,0
803,1,1.0,11.0,1.0,0.0,1.0,1,0,1,0
804,1,3.0,0.42,1.0,0.0,0.0,0,0,1,0
805,1,3.0,27.0,1.0,0.0,1.0,0,0,0,0
806,0,3.0,31.0,1.0,0.0,1.0,0,0,0,0
807,0,1.0,39.0,1.0,0.0,1.0,0,0,0,0
808,0,3.0,18.0,0.0,0.0,1.0,0,0,0,0
809,0,2.0,39.0,1.0,0.0,1.0,0,0,0,0
810,1,1.0,33.0,0.0,0.0,1.0,1,0,0,0
811,0,3.0,26.0,1.0,0.0,1.0,0,0,0,0
812,0,3.0,39.0,1.0,0.0,1.0,0,0,0,0
813,0,2.0,35.0,1.0,0.0,1.0,0,0,0,0
814,0,3.0,6.0,0.0,0.0,1.0,0,1,1,0
815,0,3.0,30.5,1.0,0.0,1.0,0,0,0,0
816,0,1.0,31.023801930964108,1.0,0.0,1.0,0,0,0,0
817,0,3.0,23.0,0.0,0.0,1.0,0,0,0,0
818,0,2.0,31.0,1.0,0.0,0.0,1,0,1,0
819,0,3.0,43.0,1.0,0.0,1.0,0,0,0,0
820,0,3.0,10.0,1.0,0.0,1.0,0,1,1,0
821,1,1.0,52.0,0.0,0.0,1.0,1,0,1,0
822,1,3.0,27.0,1.0,0.0,1.0,0,0,0,0
823,0,1.0,38.0,1.0,0.0,1.0,0,0,0,0
824,1,3.0,27.0,0.0,0.0,1.0,0,0,1,0
825,0,3.0,2.0,1.0,0.0,1.0,0,1,1,0
826,0,3.0,29.489359802357793,1.0,1.0,0.0,0,0,0,0
827,0,3.0,28.109715791672865,1.0,0.0,1.0,0,0,0,0
828,1,2.0,1.0,1.0,0.0,0.0,0,0,1,0
829,1,3.0,29.619372484309825,1.0,1.0,0.0,0,0,0,0
830,1,1.0,62.0,0.0,0.0,1.0,0,0,0,0
831,1,3.0,15.0,0.0,0.0,0.0,1,0,0,0
832,1,2.0,0.83,1.0,0.0,1.0,1,0,1,0
833,0,3.0,26.16359509749728,1.0,0.0,0.0,0,0,0,0
834,0,3.0,23.0,1.0,0.0,1.0,0,0,0,0
835,0,3.0,18.0,1.0,0.0,1.0,0,0,0,0
836,1,1.0,39.0,0.0,0.0,0.0,1,0,1,0
837,0,3.0,21.0,1.0,0.0,1.0,0,0,0,0
838,0,3.0,30.594028806873595,1.0,0.0,1.0,0,0,0,0
839,1,3.0,32.0,1.0,0.0,1.0,0,0,0,0
840,1,1.0,35.53828414030554,1.0,0.0,0.0,0,0,0,0
841,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
842,0,2.0,16.0,1.0,0.0,1.0,0,0,0,0
843,1,1.0,30.0,0.0,0.0,0.0,0,0,0,0
844,0,3.0,34.5,1.0,0.0,0.0,0,0,0,0
845,0,3.0,17.0,1.0,0.0,1.0,0,0,0,0
